001_L_index_1.bmp,0,1,2,3,4
008_L_middle_5.bmp,11327.44204,19656.7405,140378121.6,460782.1932,8
008_L_middle_6.bmp,11025.11327,19888.99231,123247726.8,418349.1255,8
008_L_ring_1.bmp,11027.36067,19419.20359,120829719.4,408249.4862,8
008_L_ring_2.bmp,9004.024994,15483.43293,118523700.7,409641.906,8
008_L_ring_3.bmp,8548.189224,14242.91381,100397566.5,359983.2973,8
008_L_ring_4.bmp,10167.83551,18577.98125,145622713.5,486073.5433,8
008_L_ring_5.bmp,10197.24018,19254.84838,138119616.1,473004.0535,8
008_L_ring_6.bmp,10613.42027,19922.14181,143090317.5,482604.3799,8
009_L_index_1.bmp,10947.9314,23008.35673,170022564.1,558191.017,8
009_L_index_2.bmp,9220.648072,20106.57036,218789884.9,692245.4317,9
009_L_index_3.bmp,10025.07626,42144.64911,293566125.7,884655.925,9
009_L_index_4.bmp,8499.222709,16719.66869,131390752.5,451810.3027,9
009_L_index_5.bmp,8153.848627,14680.7196,123420301.4,438374.0518,9
009_L_index_6.bmp,8389.782258,21580.55161,181304950.6,579939.0638,9
009_L_middle_1.bmp,9310.918003,20281.08629,210159463.3,657364.0545,9
009_L_middle_2.bmp,8510.979465,15126.29572,153413105.8,470813.5614,9
009_L_middle_3.bmp,8044.706878,15967.7516,129422923.1,404900.4307,9
009_L_middle_4.bmp,8288.440724,16717.861,147986321.7,448409.2623,9
009_L_middle_5.bmp,7850.491825,12485.40964,104809744.8,330599.9108,9
009_L_middle_6.bmp,8442.347902,12826.8682,126669529.8,395251.4552,9
009_L_ring_1.bmp,8188.060956,13592.35791,124013844.1,386179.251,9
009_L_ring_2.bmp,12205.91528,39505.21445,397995244.5,1254539.749,9
009_L_ring_3.bmp,12733.00383,58226.20331,400529456.9,1264533.662,9
009_L_ring_4.bmp,12143.35309,43637.63288,375100622.8,1197360.013,9
009_L_ring_5.bmp,10908.09416,24094.41061,307217978.4,1032105.359,9
009_L_ring_6.bmp,12029.08456,37307.11332,423771596,1341983.327,9
010_L_index_1.bmp,12288.8597,28053.48541,425391626.1,1355269.799,9
010_L_index_2.bmp,11133.41784,24492.1941,206791213.6,715058.3255,10
010_L_index_3.bmp,9915.086317,22462.10585,139993556,544456.0667,10
010_L_index_4.bmp,11524.26019,36313.30482,261052812.2,869986.9002,10
010_L_index_5.bmp,11679.28247,30091.97564,258953349,867947.0199,10
010_L_index_6.bmp,11041.29576,28323.62044,219754543.7,765593.9468,10
010_L_middle_1.bmp,10805.69537,20257.27548,225211517.6,753348.1087,10
010_L_middle_2.bmp,14254.67225,54961.31791,300921727.8,943701.8241,10
010_L_middle_3.bmp,13140.57817,76193.2166,244717937.7,810043.6958,10
010_L_middle_4.bmp,12092.30155,40504.81465,219432938.7,738461.4976,10
010_L_middle_5.bmp,12954.46356,49263.94967,281416354.3,891598.0123,10
010_L_middle_6.bmp,12801.57478,43626.74745,269774844.1,845936.0979,10
010_L_ring_1.bmp,12168.08022,63718.44686,256606672.2,797311.4123,10
010_L_ring_2.bmp,15710.47506,31957.09755,496502311.8,1665901.784,10
010_L_ring_3.bmp,15860.76151,53189.0916,607122934.9,1941917.593,10
010_L_ring_4.bmp,16187.75955,117106.5119,628828263.5,1966614.342,10
010_L_ring_5.bmp,14951.80473,27229.02611,520023019.8,1713607.468,10
010_L_ring_6.bmp,16242.49506,93702.45781,665485362.1,2083284.186,10
011_L_index_1.bmp,14951.98321,27975.38425,495673109.4,1619807.138,10
011_L_index_2.bmp,7849.004108,14823.75578,41422514.63,222033.4928,11
011_L_index_3.bmp,7778.341036,13859.40508,43377345.95,229368.2696,11
011_L_index_4.bmp,7834.389078,13745.04921,35195490.53,199218.7718,11
011_L_index_5.bmp,7682.761376,13472.29544,32454156.5,187762.3574,11
011_L_index_6.bmp,7874.460373,14681.17049,40398651.62,212668.2919,11
011_L_middle_1.bmp,7693.467789,14214.79729,33174379.21,192776.5627,11
011_L_middle_2.bmp,7752.134128,16130.46903,47479715.7,250270.2364,11
011_L_middle_3.bmp,7734.671555,15530.70907,35442818.78,232650.9824,11
011_L_middle_4.bmp,7980.499587,15383.49615,48833041.45,266630.5295,11
011_L_middle_5.bmp,7950.554774,19501.70272,63088059.84,301359.433,11
011_L_middle_6.bmp,7812.646898,15499.4475,50005406.51,270943.5369,11
011_L_ring_1.bmp,8660.730999,23631.34666,109816703.3,439592.4433,11
011_L_ring_2.bmp,12996.53027,29278.69818,225810739.1,854318.7468,11
011_L_ring_3.bmp,12328.06656,25534.66098,173188303.3,722883.7326,11
011_L_ring_4.bmp,12319.64334,26684.00696,173174772.1,730822.476,11
011_L_ring_5.bmp,12867.51772,26574.03272,169761965.3,736674.0452,11
011_L_ring_6.bmp,13309.14089,25014.13291,187832340.3,805308.7206,11
012_L_index_1.bmp,14354.69629,63843.71794,292156045.3,1055394.941,11
012_L_index_2.bmp,11105.00098,17615.51929,178206794,680574.2766,12
012_L_index_3.bmp,12074.51585,19912.58374,229694768.6,826500.2438,12
012_L_index_4.bmp,12113.78657,19621.85714,231347024.4,821464.9228,12
012_L_index_5.bmp,11218.83865,18306.76894,201265574.4,682261.1259,12
012_L_index_6.bmp,10846.85383,17300.06558,179885019.7,637574.4456,12
012_L_middle_1.bmp,11153.84764,17708.11524,204075938.9,682277.2438,12
012_L_middle_2.bmp,9016.778276,15855.14288,198521140.9,640774.1137,12
012_L_middle_3.bmp,7122.263863,15218.94417,111866179.3,405260.4528,12
012_L_middle_4.bmp,7956.248826,18388.32091,151374576.7,498928.964,12
012_L_middle_5.bmp,6890.044498,13652.79744,114001745.3,394958.5319,12
012_L_middle_6.bmp,6772.417971,12643.20195,101076259.3,365638.5808,12
012_L_ring_1.bmp,7182.000684,14047.24704,122419577.9,424173.3021,12
012_L_ring_2.bmp,11685.23908,36397.20053,337704648.8,1070513.139,12
012_L_ring_3.bmp,11473.67603,21028.91757,305739069.5,998610.6315,12
012_L_ring_4.bmp,10117.72806,18710.1773,215733755,762150.2174,12
012_L_ring_5.bmp,11419.42047,24731.57836,322799683.1,1046251.336,12
012_L_ring_6.bmp,10942.55768,21210.61259,295452307,959892.9787,12
013_L_index_1.bmp,11488.69237,33600.44753,340689174.8,1101961.072,12
013_L_index_2.bmp,9773.281592,19449.07483,180119021.4,584041.2139,13
013_L_index_3.bmp,9655.897115,18136.04859,164655256.2,556396.8702,13
013_L_index_4.bmp,9584.846083,22676.26132,171205833.4,560364.5027,13
013_L_index_5.bmp,8304.442278,16674.53488,126781854,433119.4817,13
013_L_index_6.bmp,8134.221722,27749.93384,119500921.6,401553.3056,13
013_L_middle_1.bmp,8710.024571,18548.37586,128411881.6,438161.0149,13
013_L_middle_2.bmp,10071.12176,24123.18207,200711430.1,595399.5267,13
013_L_middle_3.bmp,9538.863888,25797.51255,203957958.7,599022.6078,13
013_L_middle_4.bmp,9108.062911,43326.03552,202273272.2,601429.1796,13
013_L_middle_5.bmp,9534.492833,33310.82424,194402941.3,590716.2408,13
013_L_middle_6.bmp,9803.919153,19541.13401,184011184.6,564983.3163,13
013_L_ring_1.bmp,10686.46338,28468.95835,234825177.1,693466.0141,13
013_L_ring_2.bmp,14110.52569,33793.35684,465829607,1493692.55,13
013_L_ring_3.bmp,14101.06828,37753.4935,493845229.5,1590584.988,13
013_L_ring_4.bmp,12290.8578,29792.0886,445869019.4,1431396.174,13
013_L_ring_5.bmp,12373.01225,39488.1505,476555921.6,1505232.606,13
013_L_ring_6.bmp,11976.79279,33785.78467,443586404.4,1426149.691,13
014_L_index_1.bmp,12811.26314,29542.02665,474786136.3,1525279.615,13
014_L_index_2.bmp,15750.74396,31998.24592,255278076.6,912211.1158,14
014_L_index_3.bmp,15835.29882,36533.09603,269928137,944996.146,14
014_L_index_4.bmp,14058.63024,29879.51644,237130811.2,826217.5206,14
014_L_index_5.bmp,14161.03411,32241.04482,248931172.4,868681.8159,14
014_L_index_6.bmp,14339.44059,32321.41923,248006231,860027.3838,14
014_L_middle_1.bmp,14035.41886,30420.048,236933030.6,832612.7944,14
014_L_middle_2.bmp,12550.65653,34218.56916,318919048.7,1103633.159,14
014_L_middle_3.bmp,12510.57926,29566.57801,293266884.2,1037850.899,14
014_L_middle_4.bmp,12593.34548,31245.5329,289879863.6,1034382.381,14
014_L_middle_5.bmp,13236.18716,31439.91324,342637391.4,1175864.493,14
014_L_middle_6.bmp,13529.45509,42646.85109,371332841.4,1250577.032,14
014_L_ring_1.bmp,13048.31417,42552.90377,339109798.7,1150447.576,14
014_L_ring_2.bmp,16871.81481,40795.39422,366314517.1,1228869.991,14
014_L_ring_3.bmp,16094.22857,32167.99884,303643640.2,1051994.616,14
014_L_ring_4.bmp,16601.07759,45830.32995,361166132.5,1188749.744,14
014_L_ring_5.bmp,16221.15988,34278.51755,316956451.4,1067117.76,14
014_L_ring_6.bmp,16748.74079,38559.84235,328066073.4,1106800.852,14
015_L_index_1.bmp,16778.18102,44555.9377,333967344.5,1116920.771,14
015_L_index_2.bmp,8648.450174,16801.12106,132912215.5,460582.7072,15
015_L_index_3.bmp,8730.034756,16218.95922,133084175.6,464378.799,15
015_L_index_4.bmp,9337.177595,16884.16566,159789434.1,551591.2078,15
015_L_index_5.bmp,9340.952521,16982.21272,149028014.2,526586.6311,15
015_L_index_6.bmp,9666.959201,17510.75324,164144184.4,565507.7142,15
015_L_middle_1.bmp,9149.54885,28159.00169,178714145.2,561262.9055,15
015_L_middle_2.bmp,9083.301449,18676.54397,193405291.1,611769.4534,15
015_L_middle_3.bmp,8636.561798,19750.07023,179027709.5,570093.1194,15
015_L_middle_4.bmp,8507.213377,17288.95651,159056907.8,519279.8199,15
015_L_middle_5.bmp,8477.398499,17891.46976,171284421.9,541656.02,15
015_L_middle_6.bmp,8501.910064,18733.43305,175335862.6,539872.5011,15
015_L_ring_1.bmp,8379.316905,17891.40717,175232768.9,541739.4849,15
015_L_ring_2.bmp,12374.82615,35541.75272,274496997.4,938162.8327,15
015_L_ring_3.bmp,12205.25512,29401.84562,276068304.5,939121.5778,15
015_L_ring_4.bmp,11808.36672,26265.60515,235123720.3,821326.993,15
015_L_ring_5.bmp,11952.2193,25692.6826,260565200.9,886426.9125,15
015_L_ring_6.bmp,12029.15612,28026.98223,268040403.9,906948.2421,15
016_L_index_1.bmp,11556.90144,23786.97143,244157308,824014.65,15
016_L_index_2.bmp,12842.16154,34402.37522,150532759,553479.0291,16
016_L_index_3.bmp,12622.745,30804.66666,126198462.2,486014.9055,16
016_L_index_4.bmp,13584.59179,47049.518,174019295.6,601798.3341,16
016_L_index_5.bmp,12846.59516,28144.06861,102635181.8,418364.2546,16
016_L_index_6.bmp,14068.03104,29960.99207,103675413.4,417589.6179,16
016_L_middle_1.bmp,13817.83574,30910.22325,116474662.8,442984.2095,16
016_L_middle_2.bmp,10782.20284,30577.01749,172239236.9,624916.3402,16
016_L_middle_3.bmp,11794.42678,80281.44905,238903887,808982.0853,16
016_L_middle_4.bmp,10586.30742,25060.25259,151108008.9,574659.0932,16
016_L_middle_5.bmp,10090.64947,22099.97848,133546218.4,534848.6312,16
016_L_middle_6.bmp,11299.06517,50474.16052,208427888.9,727985.5882,16
016_L_ring_1.bmp,10227.46339,20926.59326,135070907.8,531781.6481,16
016_L_ring_2.bmp,12417.40256,33251.55622,199930936.1,734670.2988,16
016_L_ring_3.bmp,10652.3511,36148.57586,201336184.3,724709.762,16
016_L_ring_4.bmp,10291.05236,26564.72536,174890102.3,656597.4968,16
016_L_ring_5.bmp,10069.37242,28675.85699,163699386.9,621905.0967,16
016_L_ring_6.bmp,10294.90322,32324.44566,184392373.8,676355.7223,16
017_L_index_1.bmp,9959.223481,27934.73272,172707374.7,645817.2958,16
017_L_index_2.bmp,14316.95482,32927.82937,238058764.6,885101.4675,17
017_L_index_3.bmp,14451.50161,34053.61554,244471515.5,898399.5257,17
017_L_index_4.bmp,10805.29206,26985.18896,225374769.2,761637.481,17
017_L_index_5.bmp,10678.93263,24468.70577,206561667.4,707156.4668,17
017_L_index_6.bmp,10462.70422,24746.22965,192168165.2,674515.5742,17
017_L_middle_1.bmp,10630.21572,28246.71162,203172064.6,697819.9224,17
017_L_middle_2.bmp,10906.48362,31944.929,330799423.6,1110102.18,17
017_L_middle_3.bmp,10745.99458,31267.60409,312046302,1050921.979,17
017_L_middle_4.bmp,11284.0283,32430.01969,340385741,1150529.832,17
017_L_middle_5.bmp,10948.48546,28661.07283,317338635.7,1071081.947,17
017_L_middle_6.bmp,10921.2469,26100.21066,319791705.2,1083219.322,17
017_L_ring_1.bmp,10878.81183,29164.22208,315106445.1,1066490.951,17
017_L_ring_2.bmp,13657.83598,31456.81423,481756007.9,1539342.365,17
017_L_ring_3.bmp,14072.50586,34818.37787,501800853.5,1591030.417,17
017_L_ring_4.bmp,13994.93415,34406.96592,492232818.5,1564696.031,17
017_L_ring_5.bmp,14665.43539,28587.54941,512509210.7,1631868.849,17
017_L_ring_6.bmp,14106.35271,34676.83468,505515687.9,1599612.772,17
018_L_index_1.bmp,14306.70798,31394.08516,518704631.6,1634560.996,17
018_L_index_2.bmp,6622.125338,13972.84029,106078704.2,418624.3953,18
018_L_index_3.bmp,6528.963382,13826.05486,109318797.3,437218.3382,18
018_L_index_4.bmp,6617.433849,14315.53468,119321606.3,463500.6958,18
018_L_index_5.bmp,6929.445786,15348.03968,142143288.1,514513.9052,18
018_L_index_6.bmp,6514.940175,14226.93735,123982612.2,468491.7781,18
018_L_middle_1.bmp,6796.42429,16284.46934,150871768,533297.647,18
018_L_middle_2.bmp,5630.344495,13738.75539,104596496.1,376410.1315,18
018_L_middle_3.bmp,5585.683077,12747.51242,96736810.88,359632.8662,18
018_L_middle_4.bmp,5197.739672,12748.37236,74363199.2,298335.8985,18
018_L_middle_5.bmp,5106.961154,12838.29662,81633575.69,307159.1345,18
018_L_middle_6.bmp,4937.832777,12204.37717,74933356.9,290323.7983,18
018_L_ring_1.bmp,5187.999502,14162.47495,97361576.49,344198.2545,18
018_L_ring_2.bmp,6193.870065,13330.90167,64454661.62,312432.5964,18
018_L_ring_3.bmp,6475.371099,14034.12395,88338121.15,394804.9197,18
018_L_ring_4.bmp,6604.122363,14059.73184,81477168.48,377522.1952,18
018_L_ring_5.bmp,7267.219503,15275.68914,109476510.3,476518.8665,18
018_L_ring_6.bmp,7777.501411,18037.73006,150431440.4,589860.3648,18
019_L_index_1.bmp,7937.755232,16368.82379,149249380,597699.0345,18
019_L_index_2.bmp,10538.11355,18231.65783,111966545.9,430062.8635,19
019_L_index_3.bmp,10911.48767,18955.77891,128806897.9,477308.74,19
019_L_index_4.bmp,10486.45269,18293.61356,108465918,414885.5032,19
019_L_index_5.bmp,10105.91205,17733.96658,111143748,413973.4054,19
019_L_index_6.bmp,11764.92355,34060.22491,147501598.3,500933.681,19
019_L_middle_1.bmp,11034.96605,24390.78773,101103106.8,382629.4768,19
019_L_middle_2.bmp,11718.31026,26735.7005,288086362.3,937471.3499,19
019_L_middle_3.bmp,11590.06426,33650.84895,275182417.4,905694.5194,19
019_L_middle_4.bmp,10360.30428,19933.91853,192682463,725639.8266,19
019_L_middle_5.bmp,10994.53056,34009.99052,238364180.4,845860.5205,19
019_L_middle_6.bmp,10834.06283,23597.26169,201441276.6,747776.5567,19
019_L_ring_1.bmp,11547.15269,34725.6895,289981783,974336.7657,19
019_L_ring_2.bmp,12554.33153,34263.53206,406545042.4,1272885.806,19
019_L_ring_3.bmp,11918.65445,23371.94536,327112934.6,1056888.629,19
019_L_ring_4.bmp,12388.57026,26818.53823,378451343.4,1207638.093,19
019_L_ring_5.bmp,12594.13921,37020.08922,437595983.9,1360984.105,19
019_L_ring_6.bmp,13097.7558,37220.11745,436383077.3,1349111.966,19
020_L_index_1.bmp,12374.93981,23586.92797,347439810.1,1110422.831,19
020_L_index_2.bmp,6720.997695,15466.40544,104785553.5,381559.2203,20
020_L_index_3.bmp,6667.494736,17040.10737,113979021.2,403258.6088,20
020_L_index_4.bmp,6549.61689,13991.46837,99198787.91,353363.3755,20
020_L_index_5.bmp,6360.882432,15926.00681,104911396.1,373759.966,20
020_L_index_6.bmp,5934.365267,12342.87811,75006492.36,287962.5512,20
020_L_middle_1.bmp,5664.403954,11497.99855,61708619,250889.0092,20
020_L_middle_2.bmp,4977.642302,10492.45818,64415596.08,242726.6358,20
020_L_middle_3.bmp,4691.183607,9684.256092,54406814.57,210899.7244,20
020_L_middle_4.bmp,4656.94149,9184.309062,51320120.62,197142.1318,20
020_L_middle_5.bmp,4625.636741,9282.057449,61383664.22,228328.7847,20
020_L_middle_6.bmp,4759.039728,10008.63897,64023389.06,235542.0055,20
020_L_ring_1.bmp,4763.137256,10255.77267,62811805.74,234963.4296,20
020_L_ring_2.bmp,7884.519695,15968.93106,175916014.6,662164.0676,20
020_L_ring_3.bmp,7764.528203,15667.60662,184168621.5,675847.964,20
020_L_ring_4.bmp,7831.208596,15462.28609,169408444.1,627449.128,20
020_L_ring_5.bmp,8211.477634,16270.20439,168650176.5,634430.3016,20
020_L_ring_6.bmp,8261.075024,16954.25499,195971688.2,704271.3533,20
021_L_index_1.bmp,7760.807457,15502.77536,174240795.8,640430.3734,20
021_L_index_2.bmp,12249.23902,27941.82042,177769718.9,591546.1379,21
021_L_index_3.bmp,11982.08024,37222.08517,183557766.6,619375.6402,21
021_L_index_4.bmp,12579.69103,27003.31306,149952167.7,532591.674,21
